,values
698,4.4951175e-06
699,1.2365302e-06
700,2.1511275e-06
701,2.0553218e-06
702,1.686092e-06
703,1.7503152e-06
704,1.210325e-06
705,1.0896111e-06
706,1.6554526e-06
707,1.7537584e-06
708,1.721998e-06
709,2.5128952e-06
710,1.6794994e-06
711,2.1505423e-06
712,2.6315577e-06
713,2.3240032e-06
714,2.7182998e-06
715,2.4328422e-06
716,2.4656558e-06
717,2.1098422e-06
718,2.4054066e-06
719,2.1745443e-06
720,1.8064802e-06
721,1.793405e-06
722,1.4526964e-06
723,1.6622386e-06
724,1.867758e-06
725,1.9543281e-06
726,1.9127453e-06
727,1.8208292e-06
728,2.2567822e-06
729,2.282765e-06
730,2.0765601e-06
731,2.044367e-06
732,1.8331388e-06
733,1.8291149e-06
734,1.8691644e-06
735,2.186401e-06
736,1.690061e-06
737,2.4663943e-06
738,2.4174522e-06
739,2.7437586e-06
740,2.7986732e-06
741,2.4671092e-06
742,3.153231e-06
743,2.770301e-06
744,2.766248e-06
745,2.6883388e-06
746,2.4402982e-06
747,2.2545557e-06
748,2.181457e-06
749,2.0285138e-06
750,1.7917994e-06
751,1.5539184e-06
752,2.3647242e-06
753,2.0475695e-06
754,1.7527701e-06
755,2.039512e-06
756,2.466785e-06
757,2.7985805e-06
758,2.9479822e-06
759,5.100274e-06
760,4.1023e-06
761,4.0166383e-06
762,4.904935e-06
763,2.596185e-06
764,2.548373e-06
765,2.7659985e-06
766,2.6285238e-06
767,4.493006e-06
768,5.8222217e-06
769,5.913971e-06
770,5.4796014e-06
771,4.421838e-06
772,3.975544e-06
773,3.9065603e-06
774,3.7122784e-06
775,3.7656366e-06
776,3.4169057e-06
777,4.8411425e-06
778,5.328725e-06
779,5.0757335e-06
780,6.6923676e-06
