,values
646,7.1089853e-06
647,3.9067286e-06
648,1.5046825e-06
649,7.5399757e-06
650,7.4253563e-07
651,0.0
652,8.639021e-07
653,9.2600493e-07
654,0.0
655,3.3708395e-06
656,0.0
657,3.652807e-06
658,0.0
659,0.0
660,1.093554e-06
661,0.0
662,2.3292506e-07
663,1.6537026e-06
664,1.4250026e-06
665,4.3011028e-06
666,1.6245625e-07
667,4.161022e-06
668,2.6028192e-06
669,0.0
670,5.594174e-06
671,0.0
672,1.1144848e-06
673,3.5123394e-06
674,1.5976066e-06
675,0.0
676,3.105438e-06
677,6.563928e-07
678,9.2249576e-07
679,1.3468033e-07
680,5.7703947e-08
681,0.0
682,7.8770023e-07
683,1.4120438e-07
684,0.0
685,1.3219934e-06
686,3.1091472e-06
687,6.071436e-07
688,5.989576e-07
689,2.2422923e-06
690,2.6314958e-06
691,2.7696437e-06
692,7.441135e-08
693,7.9519714e-07
694,0.0
695,0.0
696,2.2241616e-06
697,5.139148e-07
698,1.4296396e-06
699,2.4730605e-06
700,1.1107173e-06
701,1.2143246e-06
702,1.844487e-06
703,1.7546907e-06
704,1.3669147e-06
705,1.5982624e-06
706,9.3447744e-07
707,1.1086496e-06
708,1.5066298e-06
709,1.3141652e-06
710,1.7606955e-06
711,1.5624993e-06
712,1.1356054e-06
713,1.3122723e-06
714,1.2777591e-06
715,1.237082e-06
716,1.2515785e-06
717,1.2359825e-06
718,1.3963848e-06
719,1.8064196e-06
720,1.888039e-06
721,1.7374156e-06
722,1.1966185e-06
723,7.2222673e-07
724,1.406875e-06
725,1.7157041e-06
726,1.7588561e-06
727,1.9947888e-06
728,1.4055697e-06
729,1.4457603e-06
730,2.8641261e-06
731,3.0168987e-06
732,3.0667463e-06
733,3.8461817e-06
734,3.2512455e-06
735,3.958385e-06
736,4.085762e-06
737,3.394793e-06
738,3.0038484e-06
739,2.5952343e-06
740,2.7426481e-06
741,2.3862683e-06
742,2.1215196e-06
743,1.724934e-06
744,1.2192e-06
745,1.5817643e-06
746,2.001453e-06
747,2.8437576e-06
748,3.1542982e-06
749,2.9142077e-06
750,2.8976774e-06
751,2.3161738e-06
752,3.1086433e-06
753,3.5023004e-06
754,3.0989129e-06
755,2.8082156e-06
756,1.7746349e-06
757,1.0973947e-06
758,1.3867162e-06
759,1.4558739e-06
760,2.4816165e-06
761,2.681428e-06
762,3.3574215e-06
763,4.0882073e-06
764,3.942066e-06
765,4.120092e-06
766,3.1627574e-06
767,2.3209232e-06
768,2.1795718e-06
769,2.0152186e-06
770,2.077198e-06
771,2.8478466e-06
772,2.7075523e-06
773,2.8772715e-06
774,3.7322077e-06
775,3.0313397e-06
776,3.7809507e-06
777,4.8180145e-06
778,4.0065765e-06
779,4.5124375e-06
780,3.3634767e-06
