,values
733,3.0064398e-06
734,3.0856263e-06
735,3.6221975e-06
736,3.2928722e-06
737,3.086663e-06
738,3.388744e-06
739,3.6536476e-06
740,3.4749412e-06
741,3.4030593e-06
742,2.5279758e-06
743,1.7587774e-06
744,2.9202415e-06
745,2.8512675e-06
746,2.7950775e-06
747,2.8473655e-06
748,1.4028291e-06
749,1.2512404e-06
750,1.0018898e-06
751,5.7761093e-07
752,1.7749697e-06
753,1.7944573e-06
754,1.9083955e-06
755,3.9281394e-06
756,2.9204878e-06
757,4.4397016e-06
758,6.14777e-06
759,4.7481553e-06
760,5.5713977e-06
761,5.9616873e-06
762,4.7520584e-06
763,4.9792857e-06
764,4.4998988e-06
765,3.9748656e-06
766,3.6997158e-06
767,3.2876872e-06
768,4.9251516e-06
769,4.0928526e-06
770,4.56231e-06
771,4.693595e-06
772,3.1752193e-06
773,2.7414176e-06
774,2.9385494e-06
775,2.756118e-06
776,2.3016403e-06
777,2.7188232e-06
778,3.1775069e-06
779,3.109857e-06
780,3.2354455e-06
