,values
504,2.2175773e-06
505,2.3840894e-06
506,1.3161634e-06
507,2.9872191e-07
508,2.4683473e-07
509,1.5979497e-06
510,7.8869596e-07
511,2.9507291e-06
512,2.3474695e-06
513,7.968449e-06
514,0.0
515,0.0
516,3.9273925e-07
517,4.081621e-06
518,2.5639863e-06
519,6.7172496e-06
520,5.0866406e-06
521,2.9488178e-06
522,2.990716e-06
523,5.224557e-07
524,2.6498942e-06
525,7.1545314e-06
526,1.4643333e-06
527,7.6094293e-06
528,3.97358e-06
529,7.218786e-06
530,2.838633e-06
531,3.0750257e-06
532,0.0
533,3.1691673e-07
534,3.698361e-06
535,2.4326166e-06
536,2.9981989e-06
537,4.201275e-06
538,0.0
539,5.3426884e-06
540,1.0794215e-06
541,1.5411419e-07
542,4.19879e-06
543,3.603108e-06
544,6.5988513e-07
545,6.6725164e-08
546,2.8719802e-07
547,3.1490645e-06
548,3.666068e-08
549,0.0
550,1.8170598e-06
551,7.3987513e-07
552,0.0
553,8.3713195e-07
554,8.043358e-07
555,0.0
556,4.295922e-06
557,1.254449e-06
558,0.0
559,0.0
560,0.0
561,2.1230895e-07
562,7.1086747e-06
563,2.1537135e-06
564,2.0808021e-07
565,3.5995981e-06
566,2.802862e-06
567,2.8827815e-06
568,2.6252314e-07
569,0.0
570,2.859334e-06
571,4.9550213e-06
572,3.9305282e-06
573,2.340805e-06
574,1.8108724e-06
575,1.7352437e-06
576,5.4223906e-06
577,4.88952e-06
578,4.143632e-06
579,7.0524516e-06
580,5.779098e-06
581,4.3981254e-06
582,7.1243167e-06
583,9.584503e-06
584,8.422136e-06
585,1.8801897e-05
586,2.0525766e-05
587,2.494096e-05
588,2.0513002e-05
589,2.888667e-05
590,2.5470294e-05
591,2.1519169e-05
592,2.7902872e-05
593,2.7952537e-05
594,3.213725e-05
595,3.3754026e-05
596,3.2847507e-05
597,4.235483e-05
598,5.4243246e-05
599,4.5497007e-05
600,4.559348e-05
601,4.494495e-05
602,5.2171556e-05
603,5.469479e-05
604,5.766712e-05
605,5.6209945e-05
606,6.891476e-05
607,0.000102340615
608,0.00018853814
609,0.00024365261
610,0.00022985073
611,0.00021743936
612,0.00033381252
613,0.0005152548
614,0.0005377859
615,0.00040357863
616,0.0002448549
617,0.00016951206
618,0.00015074301
619,0.00015608518
620,0.00015808154
621,0.00015044353
622,0.00014320317
623,0.00014848079
624,0.00016676432
625,0.00018517917
626,0.00021865006
627,0.00025331648
628,0.0003698422
629,0.0007525352
630,0.0013207755
631,0.0015042444
632,0.0012052172
633,0.0008665123
634,0.0009269169
635,0.0010243981
636,0.0008253933
637,0.00046636182
638,0.0002056489
639,0.00010313654
640,6.0803322e-05
641,5.5325287e-05
642,5.5433382e-05
643,4.5637833e-05
644,5.498822e-05
645,8.533965e-05
646,0.00017121498
647,0.0002646173
648,0.00025176132
649,0.00016973875
650,9.3760274e-05
651,6.3333544e-05
652,6.271035e-05
653,5.373725e-05
654,3.772505e-05
655,3.099721e-05
656,3.9764334e-05
657,2.6436546e-05
658,2.7971782e-05
659,1.7997785e-05
660,2.0631298e-05
661,1.9522085e-05
662,6.5892837e-06
663,1.17013815e-05
664,8.290901e-06
665,3.2651923e-07
666,5.9704576e-06
667,6.146063e-06
668,1.30313365e-05
669,1.4551812e-05
670,1.999438e-05
671,1.7906148e-05
672,9.674811e-06
673,1.2845947e-05
674,3.6875824e-06
675,7.4949658e-06
676,6.0361085e-06
677,2.893742e-06
678,9.593308e-06
679,1.9798597e-06
680,4.1666144e-07
681,0.0
682,4.273888e-06
683,8.612565e-06
684,1.2331426e-06
685,3.28708e-06
686,0.0
687,2.949173e-06
688,5.3780286e-06
689,5.9287368e-06
690,8.7287435e-06
691,3.8121738e-07
692,8.0147165e-06
693,6.6913793e-07
694,1.0928095e-06
695,2.1371523e-06
696,2.7185247e-06
697,1.5694363e-06
698,2.6177654e-06
699,2.4520602e-06
700,2.261733e-06
701,2.3034522e-06
702,3.2691473e-06
703,4.324707e-06
704,4.453192e-06
705,4.4093103e-06
706,3.1849702e-06
707,1.979831e-06
708,1.8379362e-06
709,1.764686e-06
710,1.3999031e-06
711,2.4826638e-06
712,4.085349e-06
713,5.146474e-06
714,5.6699037e-06
715,5.6472127e-06
716,4.4206686e-06
717,3.4789962e-06
718,3.1660093e-06
719,2.3403752e-06
720,1.7599725e-06
721,2.037416e-06
722,2.787632e-06
723,2.635106e-06
724,3.3283488e-06
725,3.3009728e-06
726,2.780203e-06
727,2.8449692e-06
728,2.1362475e-06
729,2.210396e-06
730,1.8116552e-06
731,1.6200007e-06
732,1.7871486e-06
733,1.5859961e-06
734,2.5632119e-06
735,3.3589058e-06
736,3.891952e-06
737,4.5688175e-06
738,3.8458797e-06
739,4.1210833e-06
740,3.7184861e-06
741,2.9210755e-06
742,3.1174852e-06
743,2.8975069e-06
744,3.8573708e-06
745,3.7228424e-06
746,3.4807974e-06
747,2.8759384e-06
748,1.5417311e-06
749,1.4419489e-06
750,1.9855063e-06
751,2.4920594e-06
752,2.6278208e-06
753,3.9471693e-06
754,5.0987937e-06
755,4.8087754e-06
756,5.318127e-06
757,4.2162123e-06
758,2.6076302e-06
759,4.416334e-06
760,4.08972e-06
761,4.0076707e-06
762,4.7146386e-06
763,3.7280365e-06
764,5.141622e-06
765,5.609569e-06
766,5.0067442e-06
767,5.7818293e-06
768,4.4149806e-06
769,4.8969555e-06
770,6.0072102e-06
771,4.8056827e-06
772,5.586543e-06
773,6.872222e-06
774,7.709969e-06
775,7.864742e-06
776,7.746686e-06
777,5.9966305e-06
778,3.911754e-06
779,4.970471e-06
780,5.7378425e-06
