,values
641,4.384285e-08
642,4.971583e-08
643,1.9537306e-06
644,2.247438e-06
645,0.0
646,0.0
647,5.299513e-07
648,5.234383e-08
649,1.3536701e-06
650,7.366954e-07
651,2.901332e-07
652,8.3571393e-07
653,1.7732253e-06
654,1.4631647e-06
655,0.0
656,7.882991e-07
657,2.1143378e-06
658,0.0
659,8.2954347e-07
660,0.0
661,6.2444605e-07
662,1.912075e-06
663,1.7337778e-06
664,1.4409163e-06
665,7.7642903e-07
666,3.1057855e-06
667,2.8544943e-07
668,0.0
669,0.0
670,1.1308824e-06
671,0.0
672,5.262084e-07
673,0.0
674,0.0
675,0.0
676,0.0
677,7.401038e-08
678,1.0265818e-06
679,4.0055247e-06
680,1.2149947e-06
681,1.794757e-06
682,1.963613e-07
683,1.849703e-06
684,3.5603325e-06
685,2.5639915e-06
686,2.8592285e-07
687,0.0
688,0.0
689,5.066517e-06
690,5.2146847e-06
691,8.335385e-07
692,8.5066375e-08
693,0.0
694,6.04227e-06
695,4.8403706e-07
696,2.201792e-06
697,4.220244e-06
698,1.8033032e-07
699,0.0
700,9.984873e-07
701,9.316513e-07
702,9.2670246e-07
703,8.219713e-07
704,8.089369e-07
705,3.9799133e-07
706,6.093659e-07
707,8.2725404e-07
708,1.06806e-06
709,1.2380758e-06
710,1.4655931e-06
711,1.2888885e-06
712,1.4250629e-06
713,1.9841884e-06
714,1.6336671e-06
715,1.6821206e-06
716,1.5910039e-06
717,1.8651948e-06
718,2.1568637e-06
719,2.3128982e-06
720,2.1888661e-06
721,1.4136341e-06
722,1.1457905e-06
723,1.0374342e-06
724,1.3824422e-06
725,1.2623922e-06
726,1.4634214e-06
727,1.4767091e-06
728,9.806774e-07
729,1.1178354e-06
730,1.1753294e-06
731,1.3737978e-06
732,1.7088734e-06
733,1.9230563e-06
734,1.795754e-06
735,1.7873596e-06
736,1.5196562e-06
737,1.920565e-06
738,1.7843546e-06
739,1.5120573e-06
740,1.8278588e-06
741,1.0489256e-06
742,2.0396742e-06
743,2.2748097e-06
744,2.5973375e-06
745,2.8892925e-06
746,1.9248162e-06
747,1.7150553e-06
748,1.6685648e-06
749,1.5981067e-06
750,1.881578e-06
751,2.21968e-06
752,1.8220844e-06
753,1.6917453e-06
754,1.985624e-06
755,1.6949678e-06
756,1.49802e-06
757,1.5806065e-06
758,8.616458e-07
759,8.55106e-07
760,7.7561856e-07
761,5.386703e-07
762,6.169817e-07
763,8.153237e-07
764,9.407211e-07
765,1.2363008e-06
766,1.3890927e-06
767,1.5786653e-06
768,1.547789e-06
769,1.3534827e-06
770,1.2482136e-06
771,1.3517935e-06
772,1.3137225e-06
773,1.4156149e-06
774,1.8449398e-06
775,1.2550378e-06
776,1.2466542e-06
777,1.6561689e-06
778,1.5072875e-06
779,2.069179e-06
780,3.5826156e-06
