,values
559,1.6717527e-06
560,1.5135463e-06
561,1.7004023e-06
562,2.7222704e-06
563,4.255209e-06
564,1.9420825e-07
565,0.0
566,0.0
567,8.1569385e-07
568,1.0483868e-06
569,8.017292e-07
570,8.164496e-07
571,2.120056e-07
572,1.6743397e-06
573,6.546812e-08
574,1.5638363e-07
575,0.0
576,0.0
577,3.8760996e-07
578,6.6115776e-06
579,1.4530907e-06
580,2.1996264e-06
581,1.9271417e-06
582,0.0
583,2.4356032e-06
584,4.819958e-06
585,2.613197e-06
586,6.038782e-07
587,3.0974393e-06
588,7.890351e-09
589,1.7189942e-09
590,4.695996e-08
591,2.2713823e-06
592,3.5685673e-08
593,1.3525469e-06
594,1.626805e-06
595,4.0919986e-07
596,0.0
597,3.6365334e-06
598,0.0
599,1.6072024e-06
600,2.7538754e-06
601,4.098802e-07
602,6.555065e-08
603,1.0135582e-06
604,1.4478684e-06
605,0.0
606,3.3339768e-06
607,1.3526402e-06
608,0.0
609,1.493358e-06
610,2.614003e-06
611,7.241868e-07
612,8.026214e-06
613,1.3436286e-06
614,9.1534474e-07
615,1.488311e-06
616,2.3136558e-07
617,3.3878239e-06
618,3.268771e-06
619,0.0
620,5.5089686e-07
621,2.076476e-06
622,2.4646665e-06
623,7.7286995e-07
624,0.0
625,6.998538e-07
626,1.7801772e-06
627,6.0903367e-06
628,0.0
629,0.0
630,1.5623594e-06
631,1.8835692e-06
632,2.8399674e-07
633,5.8692257e-07
634,1.674513e-06
635,1.8561825e-06
636,0.0
637,2.1859848e-06
638,0.0
639,7.3572534e-07
640,4.794355e-07
641,0.0
642,7.482384e-08
643,1.6812169e-07
644,1.2204619e-06
645,1.0403477e-06
646,2.208323e-06
647,0.0
648,2.3675916e-06
649,1.6845331e-06
650,8.7317545e-07
651,8.8930557e-07
652,9.647385e-07
653,0.0
654,5.5306455e-06
655,3.14955e-07
656,8.0692035e-07
657,1.7122533e-06
658,4.0169734e-06
659,8.1365727e-07
660,0.0
661,0.0
662,1.3975502e-06
663,0.0
664,3.2527234e-06
665,0.0
666,1.7394021e-06
667,0.0
668,2.9168289e-06
669,3.1310263e-09
670,0.0
671,2.0834657e-06
672,2.9315324e-06
673,1.9141771e-06
674,1.8322078e-06
675,7.2996327e-06
676,4.3792156e-06
677,1.215108e-06
678,1.1192855e-06
679,0.0
680,6.761677e-07
681,2.2347075e-08
682,4.179634e-07
683,0.0
684,1.4362901e-06
685,4.6584532e-06
686,1.4773962e-06
687,0.0
688,0.0
689,4.904764e-06
690,4.3124687e-06
691,1.8043455e-06
692,0.0
693,6.7431683e-06
694,1.41464005e-08
695,0.0
696,3.5506578e-06
697,0.0
698,4.264899e-07
699,1.7438248e-06
700,3.1004495e-07
701,3.8362637e-07
702,9.258226e-07
703,9.984777e-07
704,1.6404362e-06
705,1.790691e-06
706,1.8295806e-06
707,2.52916e-06
708,2.2662643e-06
709,2.8651411e-06
710,2.6359146e-06
711,1.8820454e-06
712,1.6734024e-06
713,9.72216e-07
714,6.645719e-07
715,6.300489e-07
716,4.8099844e-07
717,4.1082447e-07
718,4.1589038e-07
719,5.467522e-07
720,5.5614555e-07
721,5.773013e-07
722,8.543343e-07
723,5.9617406e-07
724,8.5913194e-07
725,8.989978e-07
726,5.9356864e-07
727,5.9319643e-07
728,4.7830855e-07
729,9.1790224e-07
730,1.5276065e-06
731,2.2226566e-06
732,2.4613419e-06
733,2.4757123e-06
734,2.4640158e-06
735,2.0397042e-06
736,1.8096353e-06
737,1.5552066e-06
738,1.017613e-06
739,7.7664936e-07
740,6.290799e-07
741,6.384304e-07
742,1.4552295e-06
743,1.611821e-06
744,1.7522126e-06
745,2.7266954e-06
746,2.1044373e-06
747,2.567417e-06
748,2.7807107e-06
749,1.6971054e-06
750,2.030876e-06
751,1.4941492e-06
752,1.9375352e-06
753,2.8537402e-06
754,2.5309414e-06
755,2.7601006e-06
756,2.3080568e-06
757,1.3482439e-06
758,1.1521382e-06
759,8.413832e-07
760,5.3042874e-07
761,8.806179e-07
762,9.0805406e-07
763,1.2115945e-06
764,1.2558703e-06
765,1.3821947e-06
766,1.3909049e-06
767,1.1960802e-06
768,1.2057343e-06
769,8.2258094e-07
770,7.525597e-07
771,8.50228e-07
772,9.0546274e-07
773,8.218054e-07
774,8.203263e-07
775,5.814508e-07
776,4.109464e-07
777,2.659578e-07
778,5.5932406e-07
779,7.5740166e-07
780,1.0420544e-06
